row_idx	col_idx	log2ratio
POLY-USD	Dai-usd	0.0
TRX-USD	Dai-usd	0.0
MCO-USD	Dai-usd	0.0
RVN-USD	Dai-usd	0.0
DCR-USD	Dai-usd	0.0
DGB-USD	Dai-usd	0.0
USDT-USD	Dai-usd	0.0
ZRX-USD	Dai-usd	0.0
DAI-USD	Dai-usd	0.0
WAN-USD	Dai-usd	0.0
TUSD-USD	Dai-usd	0.0
ARDR-USD	Dai-usd	0.0
MIOTA-USD	Dai-usd	0.0
STEEM-USD	Dai-usd	0.0
BTC-USD	Dai-usd	0.0
BCH-USD	Dai-usd	0.0
WAX-USD	Dai-usd	0.0
BAT-USD	Dai-usd	0.0
EOS-USD	Dai-usd	0.0
BAT-USD	Dai-usd	0.0
KCS-USD	Dai-usd	0.0
MKR-USD	Dai-usd	1.0
ZRX-USD	Dai-usd	0.0
XIN-USD	Dai-usd	0.0
PAX-USD	Dai-usd	0.0
HOT-USD	Dai-usd	0.0
ODE-USD	Dai-usd	0.0
DAI-USD	Dai-usd	0.0
BCN-USD	Dai-usd	0.0
NANO-USD	Dai-usd	0.0
NEXO-USD	Dai-usd	0.0
THETA-USD	Dai-usd	0.0
INB-USD	Dai-usd	0.0
ETN-USD	Dai-usd	0.0
XTZ-USD	Dai-usd	0.0
POWR-USD	Dai-usd	0.0
XZC-USD	Dai-usd	0.0
CNX-USD	Dai-usd	0.0
CNX-USD	Dai-usd	0.0
BNB-USD	Dai-usd	0.0
VET-USD	Dai-usd	0.0
PAY-USD	Dai-usd	0.0
TUSD-USD	Dai-usd	0.0
SC-USD	Dai-usd	0.0
RDD-USD	Dai-usd	0.0
XRP-USD	Dai-usd	0.0
NPXS-USD	Dai-usd	0.0
QTUM-USD	Dai-usd	0.0
BTC-USD	Dai-usd	0.0
XLM-USD	Dai-usd	0.0
WTC-USD	Dai-usd	0.0
ONT-USD	Dai-usd	0.0
BNT-USD	Dai-usd	0.0
AION-USD	Dai-usd	0.0
OMG-USD	Dai-usd	0.0
AION-USD	Dai-usd	0.0
MANA-USD	Dai-usd	0.0
WAN-USD	Dai-usd	0.0
NANO-USD	Dai-usd	0.0
GXS-USD	Dai-usd	0.0
MANA-USD	Dai-usd	0.0
XVG-USD	Dai-usd	0.0
NEO-USD	Dai-usd	0.0
BNB-USD	Dai-usd	0.0
PPT-USD	Dai-usd	0.0
PIVX-USD	Dai-usd	0.0
BTM-USD	Dai-usd	0.0
BSV-USD	Dai-usd	0.0
BTS-USD	Dai-usd	0.0
ETH-USD	Dai-usd	0.0
R-USD	Dai-usd	0.0
XEM-USD	Dai-usd	0.0
ARK-USD	Dai-usd	0.0
HC-USD	Dai-usd	0.0
WAX-USD	Dai-usd	0.0
ICX-USD	Dai-usd	0.0
LINK-USD	Dai-usd	0.0
MONA-USD	Dai-usd	0.0
LSK-USD	Dai-usd	0.0
GNT-USD	Dai-usd	0.0
HT-USD	Dai-usd	0.0
DGD-USD	Dai-usd	0.0
WAVES-USD	Dai-usd	0.0
GUSD-USD	Dai-usd	0.0
REP-USD	Dai-usd	0.0
NPXS-USD	Dai-usd	0.0
HOT-USD	Dai-usd	0.0
BCD-USD	Dai-usd	0.0
VET-USD	Dai-usd	0.0
USDC-USD	Dai-usd	0.0
SNT-USD	Dai-usd	0.0
OMG-USD	Dai-usd	0.0
REPO-USD	Dai-usd	0.0
ARK-USD	Dai-usd	0.0
DOGE-USD	Dai-usd	0.0
AE-USD	Dai-usd	0.0
HT-USD	Dai-usd	0.0
EURS-USD	Dai-usd	0.0
PPP-USD	Dai-usd	0.0
BSV-USD	Dai-usd	0.0
BTM-USD	Dai-usd	0.0
POWR-USD	Dai-usd	0.0
MONA-USD	Dai-usd	0.0
LSK-USD	Dai-usd	0.0
KCS-USD	Dai-usd	0.0
XMR-USD	Dai-usd	0.0
RVN-USD	Dai-usd	0.0
ARDR-USD	Dai-usd	0.0
LKY-USD	Dai-usd	0.0
MCO-USD	Dai-usd	0.0
PPP-USD	Dai-usd	0.0
BNT-USD	Dai-usd	0.0
GXS-USD	Dai-usd	0.0
PIVX-USD	Dai-usd	0.0
ZEC-USD	Dai-usd	0.0
XIN-USD	Dai-usd	0.0
ETC-USD	Dai-usd	0.0
BCH-USD	Dai-usd	0.0
XRP-USD	Dai-usd	0.0
DCN-USD	Dai-usd	0.0
XTZ-USD	Dai-usd	0.0
RDD-USD	Dai-usd	0.0
KMD-USD	Dai-usd	0.0
STRAT-USD	Snt-usd	0.0
HC-USD	Snt-usd	0.0
BTG-USD	Snt-usd	0.0
DCR-USD	Snt-usd	0.0
PPT-USD	Snt-usd	0.0
DGB-USD	Snt-usd	0.0
KMD-USD	Snt-usd	0.0
LTC-USD	Snt-usd	0.0
DASH-USD	Snt-usd	0.0
XLM-USD	Snt-usd	0.0
ICX-USD	Snt-usd	0.0
GUSD-USD	Snt-usd	0.0
AOA-USD	Snt-usd	0.0
ADA-USD	Snt-usd	0.0
SNT-USD	Snt-usd	0.0
THETA-USD	Snt-usd	0.0
MAID-USD	Snt-usd	0.0
DASH-USD	Snt-usd	0.0
MKR-USD	Snt-usd	0.0
USDC-USD	Snt-usd	0.0
LINK-USD	Snt-usd	0.0
BCN-USD	Snt-usd	0.0
LTC-USD	Snt-usd	0.0
INB-USD	Snt-usd	0.0
QTUM-USD	Snt-usd	0.0
BCD-USD	Snt-usd	0.0
ETC-USD	Snt-usd	0.0
PAI-USD	Snt-usd	0.0
ETH-USD	Snt-usd	0.0
USDT-USD	Snt-usd	0.0
GNT-USD	Snt-usd	0.0
WAVES-USD	Snt-usd	0.0
STRAT-USD	Snt-usd	0.0
MAID-USD	Snt-usd	0.0
BTS-USD	Snt-usd	0.0
TRX-USD	Snt-usd	0.0
ETN-USD	Snt-usd	0.0
PAI-USD	Snt-usd	0.0
NEO-USD	Snt-usd	0.0
XMR-USD	Snt-usd	0.0
AOA-USD	Snt-usd	0.0
XVG-USD	Snt-usd	0.0
EOS-USD	Snt-usd	0.0
DGD-USD	Snt-usd	0.0
PAY-USD	Snt-usd	0.0
ZEC-USD	Snt-usd	0.0
NEXO-USD	Snt-usd	0.0
DOGE-USD	Snt-usd	0.0
REPO-USD	Snt-usd	0.0
PAX-USD	Snt-usd	0.0
POLY-USD	Snt-usd	0.0
ZIL-USD	Snt-usd	0.0
WTC-USD	Snt-usd	0.0
XEM-USD	Snt-usd	0.0
LRC-USD	Snt-usd	0.0
DCN-USD	Snt-usd	0.0
FCT-USD	Snt-usd	0.0
LRC-USD	Snt-usd	0.0
ADA-USD	Snt-usd	0.0
EURS-USD	Snt-usd	0.0
BTG-USD	Snt-usd	0.0
R-USD	Snt-usd	0.0
AE-USD	Snt-usd	0.0
IOST-USD	Snt-usd	0.0
ONT-USD	Snt-usd	0.0
FCT-USD	Snt-usd	0.0
LKY-USD	Snt-usd	0.0
ODE-USD	Snt-usd	0.0
SC-USD	Snt-usd	0.0
REP-USD	Snt-usd	0.0
STEEM-USD	Snt-usd	0.0
IOST-USD	Snt-usd	0.0
ZIL-USD	Snt-usd	0.0
MIOTA-USD	Snt-usd	0.0
XZC-USD	Snt-usd	0.0
POLY-USD	Snt-usd	0.0
TRX-USD	Snt-usd	0.0
MCO-USD	Snt-usd	0.0
RVN-USD	Snt-usd	0.0
DCR-USD	Snt-usd	0.0
DGB-USD	Snt-usd	0.0
USDT-USD	Snt-usd	0.0
ZRX-USD	Snt-usd	0.0
DAI-USD	Snt-usd	0.0
WAN-USD	Snt-usd	0.0
TUSD-USD	Snt-usd	0.0
ARDR-USD	Snt-usd	0.0
MIOTA-USD	Snt-usd	0.0
STEEM-USD	Snt-usd	0.0
BTC-USD	Snt-usd	0.0
BCH-USD	Snt-usd	0.0
WAX-USD	Snt-usd	0.0
BAT-USD	Snt-usd	0.0
EOS-USD	Snt-usd	0.0
BAT-USD	Snt-usd	0.0
KCS-USD	Snt-usd	0.0
MKR-USD	Snt-usd	0.0
ZRX-USD	Snt-usd	0.0
XIN-USD	Snt-usd	0.0
PAX-USD	Snt-usd	0.0
HOT-USD	Snt-usd	0.0
ODE-USD	Snt-usd	0.0
DAI-USD	Snt-usd	0.0
BCN-USD	Snt-usd	0.0
NANO-USD	Snt-usd	0.0
NEXO-USD	Snt-usd	0.0
THETA-USD	Snt-usd	0.0
INB-USD	Snt-usd	0.0
ETN-USD	Snt-usd	0.0
XTZ-USD	Snt-usd	0.0
POWR-USD	Snt-usd	0.0
XZC-USD	Snt-usd	0.0
CNX-USD	Snt-usd	0.0
CNX-USD	Snt-usd	0.0
BNB-USD	Snt-usd	0.0
VET-USD	Snt-usd	0.0
PAY-USD	Snt-usd	0.0
TUSD-USD	Snt-usd	0.0
SC-USD	Snt-usd	0.0
RDD-USD	Snt-usd	0.0
XRP-USD	Snt-usd	0.0
NPXS-USD	Snt-usd	0.0
QTUM-USD	Snt-usd	0.0
BTC-USD	Snt-usd	0.0
XLM-USD	Snt-usd	0.0
WTC-USD	Snt-usd	0.0
ONT-USD	Snt-usd	0.0
BNT-USD	Snt-usd	0.0
AION-USD	Snt-usd	0.0
OMG-USD	Snt-usd	0.0
AION-USD	Snt-usd	0.0
MANA-USD	Snt-usd	0.0
WAN-USD	Snt-usd	0.0
NANO-USD	Snt-usd	0.0
GXS-USD	Snt-usd	0.0
MANA-USD	Snt-usd	0.0
XVG-USD	Snt-usd	0.0
NEO-USD	Snt-usd	0.0
BNB-USD	Snt-usd	0.0
PPT-USD	Snt-usd	0.0
PIVX-USD	Snt-usd	0.0
BTM-USD	Snt-usd	0.0
BSV-USD	Snt-usd	0.0
BTS-USD	Snt-usd	0.0
ETH-USD	Snt-usd	0.0
R-USD	Snt-usd	0.0
XEM-USD	Snt-usd	0.0
ARK-USD	Snt-usd	0.0
HC-USD	Snt-usd	0.0
WAX-USD	Snt-usd	0.0
ICX-USD	Snt-usd	0.0
LINK-USD	Snt-usd	0.0
MONA-USD	Snt-usd	0.0
LSK-USD	Snt-usd	0.0
GNT-USD	Snt-usd	0.0
HT-USD	Snt-usd	0.0
DGD-USD	Snt-usd	0.0
WAVES-USD	Snt-usd	0.0
GUSD-USD	Snt-usd	0.0
REP-USD	Snt-usd	0.0
NPXS-USD	Snt-usd	0.0
HOT-USD	Snt-usd	0.0
BCD-USD	Snt-usd	0.0
VET-USD	Snt-usd	0.0
USDC-USD	Snt-usd	0.0
SNT-USD	Snt-usd	0.0
OMG-USD	Snt-usd	0.0
REPO-USD	Snt-usd	0.0
ARK-USD	Snt-usd	0.0
DOGE-USD	Snt-usd	0.0
AE-USD	Snt-usd	0.0
HT-USD	Snt-usd	0.0
EURS-USD	Snt-usd	0.0
PPP-USD	Snt-usd	0.0
BSV-USD	Snt-usd	0.0
BTM-USD	Snt-usd	0.0
POWR-USD	Snt-usd	0.0
MONA-USD	Snt-usd	0.0
LSK-USD	Snt-usd	0.0
KCS-USD	Snt-usd	0.0
XMR-USD	Snt-usd	0.0
RVN-USD	Snt-usd	0.0
ARDR-USD	Snt-usd	0.0
LKY-USD	Snt-usd	0.0
MCO-USD	Snt-usd	0.0
PPP-USD	Snt-usd	0.0
BNT-USD	Snt-usd	0.0
GXS-USD	Snt-usd	0.0
PIVX-USD	Snt-usd	0.0
ZEC-USD	Snt-usd	0.0
XIN-USD	Snt-usd	0.0
ETC-USD	Snt-usd	0.0
BCH-USD	Snt-usd	0.0
XRP-USD	Snt-usd	0.0
DCN-USD	Snt-usd	0.0
XTZ-USD	Snt-usd	0.0
RDD-USD	Snt-usd	0.0
KMD-USD	Snt-usd	0.0
STRAT-USD	Ppt-usd	0.0
HC-USD	Ppt-usd	0.0
BTG-USD	Ppt-usd	0.0
DCR-USD	Ppt-usd	0.0
PPT-USD	Ppt-usd	0.0
DGB-USD	Ppt-usd	0.0
KMD-USD	Ppt-usd	0.0
LTC-USD	Ppt-usd	0.0
DASH-USD	Ppt-usd	0.0
XLM-USD	Ppt-usd	0.0
ICX-USD	Ppt-usd	0.0
GUSD-USD	Ppt-usd	0.0
AOA-USD	Ppt-usd	0.0
ADA-USD	Ppt-usd	0.0
SNT-USD	Ppt-usd	0.0
THETA-USD	Ppt-usd	0.0
MAID-USD	Ppt-usd	0.0
DASH-USD	Ppt-usd	0.0
MKR-USD	Ppt-usd	0.0
USDC-USD	Ppt-usd	0.0
LINK-USD	Ppt-usd	0.0
BCN-USD	Ppt-usd	0.0
LTC-USD	Ppt-usd	0.0
INB-USD	Ppt-usd	0.0
QTUM-USD	Ppt-usd	0.0
BCD-USD	Ppt-usd	0.0
ETC-USD	Ppt-usd	0.0
PAI-USD	Ppt-usd	0.0
ETH-USD	Ppt-usd	0.0
USDT-USD	Ppt-usd	0.0
GNT-USD	Ppt-usd	0.0
WAVES-USD	Ppt-usd	0.0
STRAT-USD	Ppt-usd	0.0
MAID-USD	Ppt-usd	0.0
BTS-USD	Ppt-usd	0.0
TRX-USD	Ppt-usd	0.0
ETN-USD	Ppt-usd	0.0
PAI-USD	Ppt-usd	0.0
NEO-USD	Ppt-usd	0.0
XMR-USD	Ppt-usd	0.0
AOA-USD	Ppt-usd	0.0
XVG-USD	Ppt-usd	0.0
EOS-USD	Ppt-usd	0.0
DGD-USD	Ppt-usd	0.0
PAY-USD	Ppt-usd	0.0
ZEC-USD	Ppt-usd	0.0
NEXO-USD	Ppt-usd	0.0
DOGE-USD	Ppt-usd	0.0
REPO-USD	Ppt-usd	0.0
PAX-USD	Ppt-usd	0.0
POLY-USD	Ppt-usd	0.0
ZIL-USD	Ppt-usd	0.0
WTC-USD	Ppt-usd	0.0
XEM-USD	Ppt-usd	0.0
LRC-USD	Ppt-usd	0.0
DCN-USD	Ppt-usd	0.0
FCT-USD	Ppt-usd	0.0
LRC-USD	Ppt-usd	0.0
ADA-USD	Ppt-usd	0.0
EURS-USD	Ppt-usd	0.0
BTG-USD	Ppt-usd	0.0
R-USD	Ppt-usd	0.0
AE-USD	Ppt-usd	0.0
IOST-USD	Ppt-usd	0.0
ONT-USD	Ppt-usd	0.0
FCT-USD	Ppt-usd	0.0
LKY-USD	Ppt-usd	0.0
ODE-USD	Ppt-usd	0.0
SC-USD	Ppt-usd	0.0
REP-USD	Ppt-usd	0.0
STEEM-USD	Ppt-usd	0.0
IOST-USD	Ppt-usd	0.0
ZIL-USD	Ppt-usd	0.0
MIOTA-USD	Ppt-usd	0.0
XZC-USD	Ppt-usd	0.0
POLY-USD	Ppt-usd	0.0
TRX-USD	Ppt-usd	0.0
MCO-USD	Ppt-usd	0.0
RVN-USD	Ppt-usd	0.0
DCR-USD	Ppt-usd	0.0
DGB-USD	Ppt-usd	0.0
USDT-USD	Ppt-usd	0.0
ZRX-USD	Ppt-usd	0.0
DAI-USD	Ppt-usd	0.0
WAN-USD	Ppt-usd	0.0
TUSD-USD	Ppt-usd	0.0
ARDR-USD	Ppt-usd	0.0
MIOTA-USD	Ppt-usd	0.0
STEEM-USD	Ppt-usd	0.0
BTC-USD	Ppt-usd	0.0
BCH-USD	Ppt-usd	0.0
WAX-USD	Ppt-usd	0.0
BAT-USD	Ppt-usd	0.0
EOS-USD	Ppt-usd	0.0
BAT-USD	Ppt-usd	0.0
KCS-USD	Ppt-usd	0.0
MKR-USD	Ppt-usd	0.0
ZRX-USD	Ppt-usd	0.0
XIN-USD	Ppt-usd	0.0
PAX-USD	Ppt-usd	0.0
HOT-USD	Ppt-usd	0.0
ODE-USD	Ppt-usd	0.0
DAI-USD	Ppt-usd	0.0
BCN-USD	Ppt-usd	0.0
NANO-USD	Ppt-usd	0.0
NEXO-USD	Ppt-usd	0.0
THETA-USD	Ppt-usd	0.0
INB-USD	Ppt-usd	0.0
ETN-USD	Ppt-usd	0.0
XTZ-USD	Ppt-usd	0.0
POWR-USD	Ppt-usd	0.0
XZC-USD	Ppt-usd	0.0
CNX-USD	Ppt-usd	0.0
CNX-USD	Ppt-usd	0.0
BNB-USD	Ppt-usd	0.0
VET-USD	Ppt-usd	0.0
PAY-USD	Ppt-usd	0.0
TUSD-USD	Ppt-usd	0.0
SC-USD	Ppt-usd	0.0
RDD-USD	Ppt-usd	0.0
XRP-USD	Ppt-usd	0.0
NPXS-USD	Ppt-usd	0.0
QTUM-USD	Ppt-usd	0.0
BTC-USD	Ppt-usd	0.0
XLM-USD	Ppt-usd	0.0
WTC-USD	Ppt-usd	0.0
ONT-USD	Ppt-usd	0.0
BNT-USD	Ppt-usd	0.0
AION-USD	Ppt-usd	0.0
OMG-USD	Ppt-usd	0.0
AION-USD	Ppt-usd	0.0
MANA-USD	Ppt-usd	0.0
WAN-USD	Ppt-usd	0.0
NANO-USD	Ppt-usd	0.0
GXS-USD	Ppt-usd	0.0
MANA-USD	Ppt-usd	0.0
XVG-USD	Ppt-usd	0.0
NEO-USD	Ppt-usd	0.0
BNB-USD	Ppt-usd	0.0
PPT-USD	Ppt-usd	0.0
PIVX-USD	Ppt-usd	0.0
BTM-USD	Ppt-usd	0.0
BSV-USD	Ppt-usd	0.0
BTS-USD	Ppt-usd	0.0
ETH-USD	Ppt-usd	0.0
R-USD	Ppt-usd	0.0
XEM-USD	Ppt-usd	0.0
ARK-USD	Ppt-usd	0.0
HC-USD	Ppt-usd	0.0
WAX-USD	Ppt-usd	0.0
ICX-USD	Ppt-usd	0.0
LINK-USD	Ppt-usd	0.0
MONA-USD	Ppt-usd	0.0
LSK-USD	Ppt-usd	0.0
GNT-USD	Ppt-usd	0.0
HT-USD	Ppt-usd	0.0
DGD-USD	Ppt-usd	0.0
WAVES-USD	Ppt-usd	0.0
GUSD-USD	Ppt-usd	0.0
REP-USD	Ppt-usd	0.0
NPXS-USD	Ppt-usd	0.0
HOT-USD	Ppt-usd	0.0
BCD-USD	Ppt-usd	0.0
VET-USD	Ppt-usd	0.0
USDC-USD	Ppt-usd	0.0
SNT-USD	Ppt-usd	0.0
OMG-USD	Ppt-usd	0.0
REPO-USD	Ppt-usd	0.0
ARK-USD	Ppt-usd	0.0
DOGE-USD	Ppt-usd	0.0
AE-USD	Ppt-usd	0.0
HT-USD	Ppt-usd	0.0
EURS-USD	Ppt-usd	0.0
PPP-USD	Ppt-usd	0.0
BSV-USD	Ppt-usd	0.0
BTM-USD	Ppt-usd	0.0
POWR-USD	Ppt-usd	0.0
MONA-USD	Ppt-usd	0.0
LSK-USD	Ppt-usd	0.0
KCS-USD	Ppt-usd	0.0
XMR-USD	Ppt-usd	0.0
RVN-USD	Ppt-usd	0.0
ARDR-USD	Ppt-usd	0.0
LKY-USD	Ppt-usd	0.0
MCO-USD	Ppt-usd	0.0
PPP-USD	Ppt-usd	0.0
BNT-USD	Ppt-usd	0.0
GXS-USD	Ppt-usd	0.0
PIVX-USD	Ppt-usd	0.0
ZEC-USD	Ppt-usd	0.0
XIN-USD	Ppt-usd	0.0
ETC-USD	Ppt-usd	0.0
BCH-USD	Ppt-usd	0.0
XRP-USD	Ppt-usd	0.0
DCN-USD	Ppt-usd	0.0
XTZ-USD	Ppt-usd	0.0
RDD-USD	Ppt-usd	0.0
KMD-USD	Ppt-usd	0.0
STRAT-USD	Gnt-usd	0.0
HC-USD	Gnt-usd	0.0
BTG-USD	Gnt-usd	0.0
DCR-USD	Gnt-usd	0.0
PPT-USD	Gnt-usd	0.0
DGB-USD	Gnt-usd	0.0
KMD-USD	Gnt-usd	0.0
LTC-USD	Gnt-usd	0.0
DASH-USD	Gnt-usd	0.0
XLM-USD	Gnt-usd	0.0
ICX-USD	Gnt-usd	0.0
GUSD-USD	Gnt-usd	0.0
AOA-USD	Gnt-usd	0.0
ADA-USD	Gnt-usd	0.0
SNT-USD	Gnt-usd	0.0
THETA-USD	Gnt-usd	0.0
MAID-USD	Gnt-usd	0.0
DASH-USD	Gnt-usd	0.0
MKR-USD	Gnt-usd	0.0
USDC-USD	Gnt-usd	0.0
LINK-USD	Gnt-usd	0.0
BCN-USD	Gnt-usd	0.0
LTC-USD	Gnt-usd	0.0
INB-USD	Gnt-usd	0.0
QTUM-USD	Gnt-usd	0.0
BCD-USD	Gnt-usd	0.0
ETC-USD	Gnt-usd	0.0
PAI-USD	Gnt-usd	0.0
ETH-USD	Gnt-usd	0.0
USDT-USD	Gnt-usd	1.0
GNT-USD	Gnt-usd	0.0
WAVES-USD	Gnt-usd	0.0
STRAT-USD	Gnt-usd	0.0
MAID-USD	Gnt-usd	0.0
BTS-USD	Gnt-usd	0.0
TRX-USD	Gnt-usd	0.0
ETN-USD	Gnt-usd	0.0
PAI-USD	Gnt-usd	0.0
NEO-USD	Gnt-usd	0.0
XMR-USD	Gnt-usd	0.0
AOA-USD	Gnt-usd	0.0
XVG-USD	Gnt-usd	0.0
EOS-USD	Gnt-usd	0.0
DGD-USD	Gnt-usd	0.0
PAY-USD	Gnt-usd	0.0
ZEC-USD	Gnt-usd	0.0
NEXO-USD	Gnt-usd	0.0
DOGE-USD	Gnt-usd	0.0
REPO-USD	Gnt-usd	0.0
PAX-USD	Gnt-usd	0.0
POLY-USD	Gnt-usd	0.0
ZIL-USD	Gnt-usd	0.0
WTC-USD	Gnt-usd	0.0
XEM-USD	Gnt-usd	0.0
LRC-USD	Gnt-usd	0.0
DCN-USD	Gnt-usd	0.0
FCT-USD	Gnt-usd	0.0
LRC-USD	Gnt-usd	0.0
ADA-USD	Gnt-usd	0.0
EURS-USD	Gnt-usd	0.0
BTG-USD	Gnt-usd	0.0
R-USD	Gnt-usd	0.0
AE-USD	Gnt-usd	0.0
IOST-USD	Gnt-usd	0.0
ONT-USD	Gnt-usd	0.0
FCT-USD	Gnt-usd	0.0
LKY-USD	Gnt-usd	0.0
ODE-USD	Gnt-usd	0.0
SC-USD	Gnt-usd	0.0
REP-USD	Gnt-usd	0.0
STEEM-USD	Gnt-usd	0.0
IOST-USD	Gnt-usd	0.0
ZIL-USD	Gnt-usd	0.0
MIOTA-USD	Gnt-usd	0.0
XZC-USD	Gnt-usd	0.0
POLY-USD	Gnt-usd	0.0
TRX-USD	Gnt-usd	0.0
MCO-USD	Gnt-usd	0.0
RVN-USD	Gnt-usd	0.0
DCR-USD	Gnt-usd	0.0
DGB-USD	Gnt-usd	0.0
USDT-USD	Gnt-usd	0.0
ZRX-USD	Gnt-usd	0.0
DAI-USD	Gnt-usd	0.0
WAN-USD	Gnt-usd	0.0
TUSD-USD	Gnt-usd	0.0
ARDR-USD	Gnt-usd	0.0
MIOTA-USD	Gnt-usd	0.0
STEEM-USD	Gnt-usd	0.0
BTC-USD	Gnt-usd	0.0
BCH-USD	Gnt-usd	0.0
WAX-USD	Gnt-usd	0.0
BAT-USD	Gnt-usd	0.0
EOS-USD	Gnt-usd	0.0
BAT-USD	Gnt-usd	0.0
KCS-USD	Gnt-usd	0.0
MKR-USD	Gnt-usd	0.0
ZRX-USD	Gnt-usd	0.0
XIN-USD	Gnt-usd	0.0
PAX-USD	Gnt-usd	0.0
HOT-USD	Gnt-usd	0.0
ODE-USD	Gnt-usd	0.0
DAI-USD	Gnt-usd	0.0
BCN-USD	Gnt-usd	0.0
NANO-USD	Gnt-usd	0.0
NEXO-USD	Gnt-usd	0.0
THETA-USD	Gnt-usd	0.0
INB-USD	Gnt-usd	0.0
ETN-USD	Gnt-usd	0.0
XTZ-USD	Gnt-usd	0.0
POWR-USD	Gnt-usd	0.0
XZC-USD	Gnt-usd	0.0
CNX-USD	Gnt-usd	0.0
CNX-USD	Gnt-usd	0.0
BNB-USD	Gnt-usd	0.0
VET-USD	Gnt-usd	0.0
PAY-USD	Gnt-usd	0.0
TUSD-USD	Gnt-usd	0.0
SC-USD	Gnt-usd	0.0
RDD-USD	Gnt-usd	0.0
XRP-USD	Gnt-usd	0.0
NPXS-USD	Gnt-usd	0.0
QTUM-USD	Gnt-usd	0.0
BTC-USD	Gnt-usd	0.0
XLM-USD	Gnt-usd	0.0
WTC-USD	Gnt-usd	0.0
ONT-USD	Gnt-usd	0.0
BNT-USD	Gnt-usd	0.0
AION-USD	Gnt-usd	0.0
OMG-USD	Gnt-usd	0.0
AION-USD	Gnt-usd	0.0
MANA-USD	Gnt-usd	0.0
WAN-USD	Gnt-usd	0.0
NANO-USD	Gnt-usd	0.0
GXS-USD	Gnt-usd	0.0
MANA-USD	Gnt-usd	0.0
XVG-USD	Gnt-usd	0.0
NEO-USD	Gnt-usd	0.0
BNB-USD	Gnt-usd	0.0
PPT-USD	Gnt-usd	0.0
PIVX-USD	Gnt-usd	0.0
BTM-USD	Gnt-usd	0.0
BSV-USD	Gnt-usd	0.0
BTS-USD	Gnt-usd	0.0
ETH-USD	Gnt-usd	0.0
R-USD	Gnt-usd	0.0
XEM-USD	Gnt-usd	0.0
ARK-USD	Gnt-usd	0.0
HC-USD	Gnt-usd	0.0
WAX-USD	Gnt-usd	0.0
ICX-USD	Gnt-usd	0.0
LINK-USD	Gnt-usd	0.0
MONA-USD	Gnt-usd	0.0
LSK-USD	Gnt-usd	0.0
GNT-USD	Gnt-usd	0.0
HT-USD	Gnt-usd	0.0
DGD-USD	Gnt-usd	0.0
WAVES-USD	Gnt-usd	0.0
GUSD-USD	Gnt-usd	0.0
REP-USD	Gnt-usd	0.0
NPXS-USD	Gnt-usd	0.0
HOT-USD	Gnt-usd	0.0
BCD-USD	Gnt-usd	0.0
VET-USD	Gnt-usd	0.0
USDC-USD	Gnt-usd	0.0
SNT-USD	Gnt-usd	0.0
OMG-USD	Gnt-usd	0.0
REPO-USD	Gnt-usd	0.0
ARK-USD	Gnt-usd	0.0
DOGE-USD	Gnt-usd	0.0
AE-USD	Gnt-usd	0.0
HT-USD	Gnt-usd	0.0
EURS-USD	Gnt-usd	0.0
PPP-USD	Gnt-usd	0.0
BSV-USD	Gnt-usd	0.0
BTM-USD	Gnt-usd	0.0
POWR-USD	Gnt-usd	0.0
MONA-USD	Gnt-usd	0.0
LSK-USD	Gnt-usd	0.0
KCS-USD	Gnt-usd	0.0
XMR-USD	Gnt-usd	0.0
RVN-USD	Gnt-usd	0.0
ARDR-USD	Gnt-usd	0.0
LKY-USD	Gnt-usd	0.0
MCO-USD	Gnt-usd	0.0
PPP-USD	Gnt-usd	0.0
BNT-USD	Gnt-usd	0.0
GXS-USD	Gnt-usd	0.0
PIVX-USD	Gnt-usd	0.0
ZEC-USD	Gnt-usd	0.0
XIN-USD	Gnt-usd	0.0
ETC-USD	Gnt-usd	0.0
BCH-USD	Gnt-usd	0.0
XRP-USD	Gnt-usd	0.0
DCN-USD	Gnt-usd	0.0
XTZ-USD	Gnt-usd	0.0
RDD-USD	Gnt-usd	0.0
KMD-USD	Gnt-usd	0.0
STRAT-USD	Ode-usd	0.0
HC-USD	Ode-usd	0.0
BTG-USD	Ode-usd	0.0
DCR-USD	Ode-usd	0.0
PPT-USD	Ode-usd	0.0
DGB-USD	Ode-usd	0.0
KMD-USD	Ode-usd	0.0
LTC-USD	Ode-usd	0.0
DASH-USD	Ode-usd	0.0
XLM-USD	Ode-usd	0.0
ICX-USD	Ode-usd	0.0
GUSD-USD	Ode-usd	0.0
AOA-USD	Ode-usd	0.0
ADA-USD	Ode-usd	0.0
SNT-USD	Ode-usd	0.0
THETA-USD	Ode-usd	0.0
MAID-USD	Ode-usd	0.0
DASH-USD	Ode-usd	0.0
MKR-USD	Ode-usd	0.0
USDC-USD	Ode-usd	0.0
LINK-USD	Ode-usd	0.0
BCN-USD	Ode-usd	0.0
LTC-USD	Ode-usd	0.0
INB-USD	Ode-usd	0.0
QTUM-USD	Ode-usd	0.0
BCD-USD	Ode-usd	0.0
ETC-USD	Ode-usd	0.0
PAI-USD	Ode-usd	0.0
ETH-USD	Ode-usd	0.0
USDT-USD	Ode-usd	0.0
GNT-USD	Ode-usd	0.0
WAVES-USD	Ode-usd	0.0
STRAT-USD	Ode-usd	0.0
MAID-USD	Ode-usd	0.0
